"","ID","alterID","aRelationType","aAge","aGender","aOccupation","aFamilyStatus","aRelationLength","aStrongTieDiscuss","aStrongTieHelp","aF2f","aPhone","aEmail","aSNS","egoAlterDist_m"
"184","SR0940446",45,"Work friend","40-44","Female","Full time","Married with children","More than 10 years",0,0,"1-3 times/week","Never","Never","1-3 times/week",1487.59970938061
"185","SR0940446",46,"Work friend","over 65","Male","Full time","Married with children","More than 10 years",1,1,"1-2 times/month","Never","1-3 times/year","Never",40939.9158356659
"186","SR0940446",47,"Sibling","40-44","Male","Other","Married with children","More than 10 years",0,0,"1-3 times/week","1-2 times/month","1-3 times/year","Several times a day",20852.9183075771
"187","SR0940446",50,"Other friend","45-49","Female","Freelance","Divorced","More than 10 years",0,0,"Never","Never","Never","4-11 times/year",2101735.79236878
"188","SR0940446",51,"Other friend","45-49","Female","Freelance","Single","More than 10 years",0,0,"Never","Never","Never","4-11 times/year",5157.06833105155
"189","SR1050137",0,"Spouse/partner","20-24","Male","Full time","In a relationship","1-5 years",1,1,"3-4 times/month","1-2 times/month","Never","Several times a day",41067.1455112743
"190","SR1050137",1,"Club/circle friend","20-24","Female","Student","In a relationship","1-5 years",1,1,"1-3 times/week","1-2 times/month","Never","1-3 times/week",23980.4998398278
"191","SR1050137",2,"Club/circle friend","20-24","Female","Student","In a relationship","1-5 years",0,0,"1-3 times/week","1-2 times/month","Never","1-3 times/week",38889.4717817994
"192","SR1050137",3,"School friend","20-24","Female","Student","In a relationship","5-10 years",0,0,"4-11 times/year","1-3 times/year","Never","4-11 times/year",9106.69503556473
"193","SR1050137",4,"School friend","20-24","Female","Student","In a relationship","5-10 years",0,0,"4-11 times/year","1-3 times/year","Never","4-11 times/year",52542.4459900712
"194","SR1050137",5,"School friend","20-24","Female","Student","Single","5-10 years",0,0,"4-11 times/year","1-3 times/year","Never","4-11 times/year",9791.25653773046
"195","SR1050137",6,"Club/circle friend","20-24","Male","Student","In a relationship","1-5 years",0,0,"1-3 times/week","1-2 times/month","Never","3-4 times/month",20517.6042442975
"196","SR1050137",7,"Club/circle friend","20-24","Male","Student","Single","1-5 years",0,0,"1-3 times/week","1-2 times/month","Never","3-4 times/month",14183.7311346209
"197","SR1050137",8,"Club/circle friend","20-24","Male","Student","Single","1-5 years",0,0,"1-3 times/week","1-3 times/year","Never","3-4 times/month",2114.36808854293
"198","SR1050137",9,"Other friend","20-24","Female","Student","In a relationship","5-10 years",0,0,"1-3 times/year","1-3 times/year","Never","1-3 times/year",5574.46833413049
"199","SR1050137",10,"Work friend","20-24","Female","Full time","In a relationship","1-5 years",0,0,"1-3 times/year","Never","Never","1-3 times/year",10856.9402564117
"200","SR1050137",11,"Club/circle friend","20-24","Female","Student","In a relationship","1-5 years",1,0,"1-3 times/week","Never","Never","1-2 times/month",40604.1025607664
"201","SR1050137",12,"Work friend","20-24","Male","Student","In a relationship","1-5 years",1,0,"1-3 times/week","1-3 times/year","Never","1-2 times/month",6117.31682450015
"202","SR1050137",13,"Club/circle friend","20-24","Male","Student","Single","1-5 years",0,0,"4-11 times/year","1-3 times/year","Never","1-2 times/month",23093.6735915551
"203","SR1050137",14,"Club/circle friend","20-24","Male","Student","In a relationship","Less than a year",0,0,"4-11 times/year","Never","Never","4-11 times/year",41067.1455112743
"204","SR1060798",0,"Spouse/partner","20-24","Female","Student","In a relationship","1-5 years",0,1,"4-7 times/week","3-4 times/month","Never","1-3 times/week",18247.6522785485
"205","SR1060798",1,"School friend","20-24","Male","Student","In a relationship","1-5 years",0,0,"1-3 times/week","4-11 times/year","Never","3-4 times/month",1663.78652520466
"206","SR1060798",3,"School friend","20-24","Male","Student","Single","1-5 years",0,1,"4-11 times/year","Never","Never","Never",2465.28526011917
"207","SR1060798",4,"School friend","20-24","Male","Student","Single","1-5 years",0,0,"4-11 times/year","Never","Never","1-3 times/year",54312.4659947617
"208","SR1060798",5,"School friend","20-24","Male","Student","Single","1-5 years",0,1,"1-3 times/year","Never","Never","1-3 times/year",5508.13132549981
"209","SR1060798",9,"School friend","20-24","Male","Student","Single","5-10 years",0,0,"1-3 times/year","4-11 times/year","Never","3-4 times/month",258909.14022326
"210","SR1060798",10,"School friend","20-24","Male","Student","Single","5-10 years",0,0,"1-3 times/year","4-11 times/year","Never","3-4 times/month",258909.14022326
"211","SR1060798",11,"School friend","20-24","Male","Student","In a relationship","5-10 years",0,0,"1-3 times/year","4-11 times/year","Never","1-2 times/month",258909.14022326
"212","SR1060798",12,"School friend","20-24","Female","Student","Single","5-10 years",0,0,"1-3 times/year","1-3 times/year","Never","4-11 times/year",40569.4053238076
"213","SR1060798",13,"School friend","20-24","Male","Student","Single","5-10 years",0,0,"1-3 times/year","Never","Never","4-11 times/year",882183.536439795
"214","SR1060798",14,"School friend","20-24","Male","Student","In a relationship","5-10 years",1,1,"1-3 times/year","Never","Never","1-3 times/year",19713.3298279764
"215","SR1060798",15,"Parent","45-49","Female","Home maker","Married with children","More than 10 years",0,0,"4-11 times/year","4-11 times/year","Never","Several times a day",253335.899976302
"216","SR1110700",0,"Child","0-9","Male","Student","Single","1-5 years",0,0,"Several times a day","1-3 times/week","Never","Never",0
"217","SR1110700",1,"Spouse/partner","30-34","Male","Full time","Married with children","5-10 years",0,1,"Several times a day","Never","Never","Several times a day",0
"218","SR1110700",2,"Parent","60-64","Female","Part time","Married with children","More than 10 years",1,1,"4-7 times/week","3-4 times/month","Never","Several times a day",8091.32595968428
"219","SR1110700",3,"Other relative","35-39","Female","Full time","Married with children","More than 10 years",0,0,"4-7 times/week","3-4 times/month","Never","Several times a day",1412.72248080437
"220","SR1110700",4,"Other relative","10-14","Female","Student","Single","5-10 years",0,0,"3-4 times/month","Never","Never","Never",1412.72248080437
"221","SR1110700",5,"Other relative","0-9","Male","Student","Single","Less than a year",0,1,"3-4 times/month","Never","Never","Never",1412.72248080437
"222","SR1110700",6,"Other relative","40-44","Male","Full time","Married with children","5-10 years",0,1,"1-2 times/month","Never","Never","4-11 times/year",1412.72248080437
"223","SR1110700",7,"Other friend","30-34","Male","Full time","Single","1-5 years",0,1,"4-11 times/year","Never","Never","1-2 times/month",10693.297166679
"224","SR1110700",8,"Work friend","30-34","Female","Full time","Married with children","5-10 years",0,1,"4-11 times/year","Never","Never","4-11 times/year",4194.92934021857
"225","SR1110700",9,"Work friend","30-34","Female","Full time","Married with children","5-10 years",1,1,"4-11 times/year","Never","Never","4-11 times/year",4194.92934021857
"226","SR1110700",10,"Neighbor","35-39","Female","Home maker","Married with children","1-5 years",0,0,"1-2 times/month","1-2 times/month","Never","3-4 times/month",5147.69934523946
"227","SR1110700",11,"Neighbor","0-9","Female","Student","Single","1-5 years",0,1,"1-2 times/month","Never","Never","Never",5147.69934523946
"228","SR1110700",12,"Neighbor","35-39","Female","Home maker","Married with children","Less than a year",0,0,"1-2 times/month","1-2 times/month","Never","3-4 times/month",1412.72248080437
"229","SR1110700",13,"Neighbor","0-9","Female","Student","Single","Less than a year",1,1,"1-2 times/month","1-2 times/month","Never","Never",1412.72248080437
"230","SR1110700",14,"Other friend","30-34","Female","Full time","Married, no children","More than 10 years",1,1,"4-11 times/year","1-3 times/year","Never","4-11 times/year",10693.297166679
"231","SR1110700",17,"Other friend","30-34","Male","Full time","Single","More than 10 years",0,1,"4-11 times/year","Never","Never","4-11 times/year",10693.297166679
"232","SR1110700",18,"Other friend","30-34","Male","Full time","Single","More than 10 years",1,1,"4-11 times/year","Never","Never","4-11 times/year",51142.9883418193
"233","SR1110700",19,"Sibling","40-44","Female","Home maker","Married with children","More than 10 years",0,0,"4-11 times/year","1-2 times/month","Never","4-11 times/year",384373.036118968
"234","SR1120747",0,"Parent","over 65","Female","Unemployed/retired","Widowed","More than 10 years",0,0,"1-3 times/year","1-3 times/week","Never","Never",244147.4703229
"235","SR1120747",1,"In-law","over 65","Female","Unemployed/retired","Widowed","More than 10 years",1,1,"1-3 times/year","1-3 times/year","Never","Never",17992.6058096018
"236","SR1120747",2,"Work friend","45-49","Female","Part time","Single","More than 10 years",0,0,"1-3 times/year","1-3 times/year","1-3 times/year","1-3 times/year",1387.96323603747
"237","SR1120747",3,"Work friend","40-44","Female","Full time","Married, no children","More than 10 years",0,0,"4-11 times/year","1-3 times/year","1-3 times/year","1-2 times/month",1214.81474921518
"238","SR1120747",4,"Work friend","40-44","Female","Full time","Married with children","More than 10 years",0,0,"4-11 times/year","1-3 times/year","1-3 times/year","1-2 times/month",319.348295082371
"239","SR1240219",0,"Spouse/partner","50-54","Female","Part time","Married with children","More than 10 years",1,1,"Several times a day","1-3 times/year","Several times a day","Never",0
"240","SR1240219",1,"Child","20-24","Male","Student","Single","More than 10 years",1,1,"Several times a day","1-3 times/year","Several times a day","Never",0
"241","SR1240219",2,"Child","15-19","Male","Student","Single","More than 10 years",0,0,"Several times a day","1-3 times/year","Several times a day","Never",0
"242","SR1240219",3,"Parent","over 65","Female","Home maker","Married with children","More than 10 years",1,1,"Several times a day","1-3 times/year","Never","Never",0
"243","SR1240219",4,"School friend","50-54","Male","Full time","Married with children","More than 10 years",1,1,"1-3 times/year","1-3 times/year","1-2 times/month","Never",3699.98819602215
"244","SR1240219",5,"Club/circle friend","45-49","Male","Full time","Single","More than 10 years",0,0,"1-3 times/year","Never","4-11 times/year","Never",14348.5359331127
"245","SR1240219",6,"Work friend","50-54","Male","Full time","Married, no children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","4-11 times/year","Never",18368.7702141884
"246","SR1240219",7,"Work friend","45-49","Male","Full time","Married with children","More than 10 years",0,0,"1-3 times/year","Never","4-11 times/year","Never",33259.9997549107
"247","SR1240219",8,"Work friend","50-54","Male","Full time","Married with children","5-10 years",0,0,"1-3 times/year","1-3 times/year","4-11 times/year","Never",2286.72789694713
"248","SR1240219",9,"Work friend","30-34","Male","Full time","Single","5-10 years",0,0,"1-3 times/year","1-3 times/year","4-11 times/year","Never",11869.2863989755
"249","SR1240219",10,"Work friend","30-34","Male","Full time","Married, no children","5-10 years",0,0,"1-3 times/year","1-3 times/year","4-11 times/year","Never",24908.9111628105
"250","SR1240219",11,"Work friend","40-44","Female","Full time","Married with children","5-10 years",0,0,"1-3 times/year","Never","4-11 times/year","Never",33259.9997549107
"251","SR1240219",12,"Other relative","35-39","Male","Full time","Married with children","1-5 years",0,0,"1-3 times/year","1-3 times/year","4-11 times/year","Never",11152.9409222632
"252","SR1240219",13,"Other relative","40-44","Male","Full time","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","4-11 times/year","Never",7445.80781556687
"253","SR1260452",0,"School friend","55-59","Male","Part time","Married with children","More than 10 years",0,0,"4-11 times/year","1-3 times/year","1-2 times/month","3-4 times/month",1990.93269870484
"254","SR1260452",1,"Other relative","50-54","Male","Full time","Married with children","More than 10 years",0,0,"Several times a day","Never","1-3 times/week","Never",359.073292767164
"255","SR1260452",2,"School friend","55-59","Male","Full time","Married with children","More than 10 years",0,0,"4-11 times/year","1-3 times/year","1-2 times/month","3-4 times/month",22454.062960796
"256","SR1260452",3,"School friend","55-59","Male","Full time","Married with children","More than 10 years",0,0,"4-11 times/year","4-11 times/year","1-2 times/month","3-4 times/month",4822.96367049862
"257","SR1260452",4,"School friend","55-59","Male","Full time","Married with children","5-10 years",0,0,"4-11 times/year","1-2 times/month","4-11 times/year","3-4 times/month",359.073292767164
